participant_id,trial_id,group,complexity,true_condition,ai_diagnosis,user_decision,ai_correct,user_correct,confidence,uncertainty,misunderstanding_detected,misunderstanding_type,intervention_type,helpfulness,understanding_improved,mental_model_accuracy,decision_time,confusion_level
treatment_expert_7,11,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.6772266594092368,medium,False,,none,0.0,False,0.8174290997779716,24.200881823914713,0.9397099169485708
treatment_expert_7,20,treatment,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7663906344781855,medium,False,,none,0.0,False,0.8174290997779716,33.365676533939194,0.09547988986805445
treatment_expert_7,7,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.6647177648149166,medium,False,,none,0.0,False,0.8174290997779716,28.112570359154784,0.12991268675866918
treatment_expert_8,62,treatment,complex,Parkinson's Disease,Multiple Sclerosis,Multiple Sclerosis,False,False,0.5,high,False,,none,0.0,False,0.7929376706758666,44.81082134391636,2.5967118987218596
treatment_expert_8,17,treatment,medium,Asthma,Asthma,Asthma,True,True,0.5935952853655245,high,False,,none,0.0,False,0.7929376706758666,39.11384612118397,1.230384462701596
treatment_expert_8,12,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8171992358882026,low,False,,none,0.0,False,0.7929376706758666,18.605731948982136,2.212661173657896
treatment_expert_8,37,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6373408800185164,high,False,,none,0.0,False,0.7929376706758666,47.692303453851665,2.323318356708918
treatment_expert_8,21,treatment,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.8158349577270035,low,False,,none,0.0,False,0.7929376706758666,30.238434256238328,0.6573144328305112
treatment_expert_8,45,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7142364924538288,medium,False,,none,0.0,False,0.7929376706758666,43.22055786407332,1.3411364388259053
treatment_expert_8,41,treatment,complex,Heart Failure,Pneumonia,Heart Failure,False,True,0.5,high,True,prolonged_hesitation,contrastive_explanation,7.80183373002887,True,0.8039315369133768,56.57236172640088,0.9632152513784749
treatment_expert_8,50,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.6436421323924049,high,False,,none,0.0,False,0.8039315369133768,44.813246474559534,1.9908876294169917
treatment_expert_8,22,treatment,medium,Asthma,Asthma,Asthma,True,True,0.6915850139470713,medium,False,,none,0.0,False,0.8039315369133768,29.541231193694344,0.684238622810893
treatment_expert_8,30,treatment,medium,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6582891156633698,medium,False,,none,0.0,False,0.8039315369133768,36.7094404683566,2.3190663540009604
treatment_expert_8,2,treatment,simple,Pneumonia,Pneumonia,Pneumonia,True,True,0.6819976233007679,medium,False,,none,0.0,False,0.8039315369133768,21.29102122397624,1.3105799636468458
treatment_expert_8,42,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6355695755590837,high,False,,none,0.0,False,0.8039315369133768,46.526023218014366,0.7457230105528747
treatment_expert_8,24,treatment,medium,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.648256924691302,high,False,,none,0.0,False,0.8039315369133768,40.07567990472974,1.3792484159942546
treatment_expert_8,36,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.5644195716424225,high,True,prolonged_hesitation,analogies,2.4120038829253847,False,0.8059315369133768,51.240368788165085,0.8098236972801574
treatment_expert_8,35,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.6920113048010254,medium,False,,none,0.0,False,0.8059315369133768,34.467227862710914,0.8966400922735782
treatment_expert_8,55,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7780251923955939,medium,False,,none,0.0,False,0.8059315369133768,44.340359974987194,0.5095941973197626
treatment_expert_8,13,treatment,simple,Asthma,Asthma,Asthma,True,True,0.7835680925521226,medium,False,,none,0.0,False,0.8059315369133768,21.6222174958834,1.7059465295016831
treatment_expert_8,59,treatment,complex,Osteoporosis,Rheumatoid Arthritis,Rheumatoid Arthritis,False,False,0.672467580229257,medium,False,,none,0.0,False,0.8059315369133768,44.323180365445225,1.77211141120696
treatment_expert_8,58,treatment,complex,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.5530515130528908,high,True,prolonged_hesitation,interactive_qa,8.64005191651428,True,0.8188649845078952,50.82560287988557,0.6284456624420964
treatment_expert_8,61,treatment,complex,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.7046524168364228,medium,False,,none,0.0,False,0.8188649845078952,32.410181960483925,0.7080765914378747
treatment_expert_8,16,treatment,medium,Asthma,Asthma,Asthma,True,True,0.7232676436554814,medium,False,,none,0.0,False,0.8188649845078952,32.49051082985752,0.24087750765237215
treatment_expert_8,47,treatment,complex,Rheumatoid Arthritis,Osteoporosis,Rheumatoid Arthritis,False,True,0.6902042508713487,medium,False,,none,0.0,False,0.8188649845078952,44.54302800116208,1.776763495342692
treatment_expert_8,52,treatment,complex,Asthma,Asthma,Asthma,True,True,0.7000240296110699,medium,False,,none,0.0,False,0.8188649845078952,42.6703710061166,1.6995562565615396
treatment_expert_8,63,treatment,complex,Osteoporosis,Rheumatoid Arthritis,Osteoporosis,False,True,0.6469923038596497,high,True,prolonged_hesitation,visualizations,3.781690772271223,False,0.8208649845078952,52.11446340295852,0.8549654505104318
treatment_expert_8,31,treatment,medium,Rheumatoid Arthritis,Osteoporosis,Osteoporosis,False,False,0.740515668833787,medium,False,,none,0.0,False,0.8208649845078952,33.65593976572394,1.1917819272519985
treatment_expert_8,9,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.725162382232934,medium,False,,none,0.0,False,0.8208649845078952,20.624869581651232,0.28665939840008137
treatment_expert_8,51,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.631427148008653,high,True,prolonged_hesitation,visualizations,8.458891982308774,True,0.8319647386425647,48.81591638485685,1.3219898953946845
treatment_expert_8,5,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7038163146182501,medium,False,,none,0.0,False,0.8319647386425647,25.84507559231646,1.9559518818793347
treatment_expert_8,25,treatment,medium,Asthma,Asthma,Asthma,True,True,0.8387682980345195,low,False,,none,0.0,False,0.8319647386425647,24.14017773528211,1.5301211780090074
treatment_expert_8,65,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6336400028500462,high,True,prolonged_hesitation,contrastive_explanation,8.135989341251076,True,0.8333963965898915,51.422793017865665,0.8768354883003397
treatment_expert_8,10,treatment,simple,Chronic Obstructive Pulmonary Disease,Pneumonia,Pneumonia,False,False,0.5,high,False,,none,0.0,False,0.8333963965898915,18.63736738427032,1.466153011653492
treatment_expert_8,48,treatment,complex,Heart Failure,Heart Failure,Pneumonia,True,False,0.6139539476565943,high,False,,none,0.0,False,0.8333963965898915,43.24635838202141,1.3283904479733855
treatment_expert_8,1,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.6556431749873678,medium,False,,none,0.0,False,0.8333963965898915,20.145633475622667,0.19973708944850976
treatment_expert_8,60,treatment,complex,Chronic Kidney Disease,Diabetes Type 2,Diabetes Type 2,False,False,0.5,high,False,,none,0.0,False,0.8333963965898915,41.65888869663481,0.8112313007530365
treatment_expert_8,26,treatment,medium,Asthma,Asthma,Pneumonia,True,False,0.829027691547697,low,False,,none,0.0,False,0.8333963965898915,24.907435346121996,0.0
treatment_expert_8,15,treatment,simple,Osteoporosis,Osteoporosis,Rheumatoid Arthritis,True,False,0.7267995862417127,medium,False,,none,0.0,False,0.8333963965898915,24.35954579437354,0.5808196845482356
treatment_expert_8,3,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.6002685393716944,high,False,,none,0.0,False,0.8333963965898915,20.20591613474313,0.12283710714239993
treatment_expert_8,64,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6378939691039384,high,True,prolonged_hesitation,visualizations,9.174180296366545,True,0.8333963965898915,52.1152719660676,1.525402448224777
treatment_expert_8,34,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.7017456911368847,medium,False,,none,0.0,False,0.8333963965898915,26.41699100587909,1.0342811014101527
treatment_expert_8,53,treatment,complex,Asthma,Pneumonia,Chronic Obstructive Pulmonary Disease,False,False,0.5941015971661758,high,False,,none,0.0,False,0.8333963965898915,41.311338135947516,1.4666683666551947
treatment_expert_8,38,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7092221618215431,medium,False,,none,0.0,False,0.8333963965898915,42.16760142338522,1.260877050623511
treatment_expert_8,19,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.7930319669429113,medium,False,,none,0.0,False,0.8333963965898915,26.088995949513585,0.6465920297299468
treatment_expert_8,46,treatment,complex,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.7869241573669564,medium,False,,none,0.0,False,0.8333963965898915,35.12919179587448,0.12649865531246152
treatment_expert_8,54,treatment,complex,Heart Failure,Pneumonia,Chronic Kidney Disease,False,False,0.5579055341825968,high,False,,none,0.0,False,0.8333963965898915,37.89095774236555,0.865182452180614
treatment_expert_8,23,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5530477612399011,high,False,,none,0.0,False,0.8333963965898915,37.31993689336801,0.5672816122334843
treatment_expert_8,8,treatment,simple,Heart Failure,Pneumonia,Chronic Kidney Disease,False,False,0.5350270439930923,high,False,,none,0.0,False,0.8333963965898915,26.471138565573135,0.564925875803411
treatment_expert_8,33,treatment,medium,Asthma,Asthma,Asthma,True,True,0.7532467503291398,medium,False,,none,0.0,False,0.8333963965898915,26.04704697501636,0.0
treatment_expert_8,14,treatment,simple,Asthma,Asthma,Asthma,True,True,0.836564560782028,low,False,,none,0.0,False,0.8333963965898915,15.63642788445612,0.18922889482679228
treatment_expert_8,57,treatment,complex,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.8173277569285378,low,False,,none,0.0,False,0.8333963965898915,29.975218517517657,0.6522125665133098
treatment_expert_8,27,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.5563527519910791,high,False,,none,0.0,False,0.8333963965898915,31.255540117007758,1.309079040398707
treatment_expert_8,56,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7244098134363871,medium,False,,none,0.0,False,0.8333963965898915,37.250129680148284,0.6933738588207303
treatment_expert_8,39,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6660168077066624,medium,False,,none,0.0,False,0.8333963965898915,43.63303507153148,1.5760703567809997
treatment_expert_8,32,treatment,medium,Heart Failure,Heart Failure,Pneumonia,True,False,0.8326179247210629,low,False,,none,0.0,False,0.8333963965898915,29.210244358615196,0.0
treatment_expert_8,28,treatment,medium,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.762929715629609,medium,False,,none,0.0,False,0.8333963965898915,30.700060843644433,0.0
treatment_expert_8,43,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7795102654910708,medium,False,,none,0.0,False,0.8333963965898915,36.07117788655378,0.06807395938352068
treatment_expert_8,29,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.8311576361020547,low,False,,none,0.0,False,0.8333963965898915,27.42160963140042,1.764485874225599
treatment_expert_8,18,treatment,medium,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.5770762544334548,high,False,,none,0.0,False,0.8333963965898915,34.344396419881825,1.288296502016572
treatment_expert_8,6,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.6935358619863885,medium,False,,none,0.0,False,0.8333963965898915,17.681938730707884,1.7605423012790713
treatment_expert_8,44,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6407813729517484,high,False,,none,0.0,False,0.8333963965898915,36.54468503717745,0.5813776403131028
treatment_expert_8,4,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8177481341250554,low,False,,none,0.0,False,0.8333963965898915,14.578780142871988,0.05427435264700364
treatment_expert_8,40,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.8481796098287142,low,False,,none,0.0,False,0.8333963965898915,32.554558003924896,0.880745567438474
treatment_expert_8,49,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7235187047269481,medium,False,,none,0.0,False,0.8333963965898915,32.262671012025606,1.0687390449188852
treatment_expert_8,11,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.615087449980214,high,False,,none,0.0,False,0.8333963965898915,21.582617576583846,1.76027030179783
treatment_expert_8,20,treatment,medium,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.7233850936984713,medium,False,,none,0.0,False,0.8333963965898915,28.641957863020767,1.584582260634722
treatment_expert_8,7,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.7939421352747256,medium,False,,none,0.0,False,0.8333963965898915,21.28070098373851,0.9836855436543187
treatment_expert_9,62,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.705771589595264,medium,False,,none,0.0,False,0.7668202394354928,73.57678694242485,1.2191959896265687
treatment_expert_9,17,treatment,medium,Asthma,Asthma,Asthma,True,True,0.797652874240259,medium,False,,none,0.0,False,0.7668202394354928,43.40817425688728,1.8034939775315775
treatment_expert_9,12,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8166438490674492,low,False,,none,0.0,False,0.7668202394354928,36.12374554706124,0.3489830066334296
treatment_expert_9,37,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7281423932482349,medium,False,,none,0.0,False,0.7668202394354928,66.7799307273917,2.0815573488829453
treatment_expert_9,21,treatment,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6883637571169403,medium,False,,none,0.0,False,0.7668202394354928,47.65864711045028,2.110990288300438
treatment_expert_9,45,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.624894151499731,high,False,,none,0.0,False,0.7668202394354928,72.630312068613,1.6162526221629825
treatment_expert_9,41,treatment,complex,Heart Failure,Heart Failure,Chronic Kidney Disease,True,False,0.7156178240314823,medium,False,,none,0.0,False,0.7668202394354928,58.47355913905811,1.5089192250613754
treatment_expert_9,50,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7151228888605919,medium,False,,none,0.0,False,0.7668202394354928,71.50952971330156,2.1640020848752646
treatment_expert_9,22,treatment,medium,Asthma,Pneumonia,Pneumonia,False,False,0.6058140721811309,high,False,,none,0.0,False,0.7668202394354928,55.72650782680467,2.4371112641838115
treatment_expert_9,30,treatment,medium,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7187776867475835,medium,False,,none,0.0,False,0.7668202394354928,46.46198619685366,1.19139718853512
treatment_expert_9,2,treatment,simple,Pneumonia,Pneumonia,Pneumonia,True,True,0.7714162814906418,medium,False,,none,0.0,False,0.7668202394354928,36.75509944066644,1.2445799788037861
treatment_expert_9,42,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.5865484824630948,high,False,,none,0.0,False,0.7668202394354928,60.54390089934586,1.5551015054473432
treatment_expert_9,24,treatment,medium,Osteoporosis,Osteoporosis,Rheumatoid Arthritis,True,False,0.7609142639769121,medium,False,,none,0.0,False,0.7668202394354928,44.09280308720009,1.5716161862447935
treatment_expert_9,36,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.5519355536459623,high,False,,none,0.0,False,0.7668202394354928,67.38892891648639,1.7695700975214856
treatment_expert_9,35,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5768514558418958,high,False,,none,0.0,False,0.7668202394354928,51.83097698162427,1.7825535293460824
treatment_expert_9,55,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6192602090369378,high,True,prolonged_hesitation,interactive_qa,8.401132258063145,True,0.7908572515180997,77.66059734866927,2.4857057132297316
treatment_expert_9,13,treatment,simple,Asthma,Asthma,Asthma,True,True,0.7680335208011537,medium,False,,none,0.0,False,0.7908572515180997,40.51526409843757,2.079980895327858
treatment_expert_9,59,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.7869980363223186,medium,False,,none,0.0,False,0.7908572515180997,71.20903622358685,0.7826485017998714
treatment_expert_9,58,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7579520198495403,medium,False,,none,0.0,False,0.7908572515180997,62.18626951050339,0.5804393958377436
treatment_expert_9,61,treatment,complex,Rheumatoid Arthritis,Osteoporosis,Rheumatoid Arthritis,False,True,0.5,high,True,prolonged_hesitation,contrastive_explanation,8.26102432318894,True,0.7971710031015755,81.12116296978806,0.5969217690204573
treatment_expert_9,16,treatment,medium,Asthma,Asthma,Asthma,True,True,0.8442914785635741,low,False,,none,0.0,False,0.7971710031015755,40.918074572083135,0.9121939221643138
treatment_expert_9,47,treatment,complex,Rheumatoid Arthritis,Osteoporosis,Osteoporosis,False,False,0.6445082947451437,high,True,prolonged_hesitation,analogies,8.119134148602463,True,0.7971710031015755,75.89604780805897,1.4339052849327265
treatment_expert_9,52,treatment,complex,Asthma,Asthma,Asthma,True,True,0.8228340478217965,low,False,,none,0.0,False,0.7971710031015755,53.25599169728243,0.8068893596517994
treatment_expert_9,63,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.7368887475517463,medium,False,,none,0.0,False,0.7971710031015755,50.268125027940556,0.6277017970215493
treatment_expert_9,31,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.5769586563829724,high,False,,none,0.0,False,0.7971710031015755,51.42538872526863,0.6669288126691029
treatment_expert_9,9,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6139802325145749,high,False,,none,0.0,False,0.7971710031015755,31.16333210857078,2.0396145362973144
treatment_expert_9,51,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6869034080592964,medium,False,,none,0.0,False,0.7971710031015755,67.81339175620549,2.0720664569415908
treatment_expert_9,5,treatment,simple,Parkinson's Disease,Multiple Sclerosis,Parkinson's Disease,False,True,0.5,high,False,,none,0.0,False,0.7971710031015755,31.779689317993714,0.9252078794999763
treatment_expert_9,25,treatment,medium,Asthma,Asthma,Asthma,True,True,0.5745177663143799,high,False,,none,0.0,False,0.7971710031015755,46.094260318904794,1.6515050180888817
treatment_expert_9,65,treatment,complex,Chronic Kidney Disease,Diabetes Type 2,Diabetes Type 2,False,False,0.7410204575444347,medium,False,,none,0.0,False,0.7971710031015755,57.82637008980435,0.5725957907933407
treatment_expert_9,10,treatment,simple,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.5669518302427743,high,False,,none,0.0,False,0.7971710031015755,40.544110282635216,1.7427143577649458
treatment_expert_9,48,treatment,complex,Heart Failure,Pneumonia,Chronic Kidney Disease,False,False,0.5718536797532532,high,True,prolonged_hesitation,contrastive_explanation,8.363515450516141,True,0.7971710031015755,74.76052998365785,0.5878717140218186
treatment_expert_9,1,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.5825252058398782,high,False,,none,0.0,False,0.7971710031015755,29.689201732922676,0.4161706322163512
treatment_expert_9,60,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7036347704048773,medium,False,,none,0.0,False,0.7971710031015755,52.84783676410684,1.1051443118947875
treatment_expert_9,26,treatment,medium,Asthma,Asthma,Asthma,True,True,0.8167905886995481,low,False,,none,0.0,False,0.7971710031015755,44.70664461258888,0.9583600662354379
treatment_expert_9,15,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6542839513553645,medium,False,,none,0.0,False,0.7971710031015755,32.95003350985608,0.8546963157266743
treatment_expert_9,3,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7006435359335605,medium,False,,none,0.0,False,0.7971710031015755,29.30372108310663,1.5745284299414848
treatment_expert_9,64,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6038653695520801,high,True,prolonged_hesitation,contrastive_explanation,7.846210587015245,True,0.7971710031015755,78.32771181759138,0.9903741423997954
treatment_expert_9,34,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.7960052577955508,medium,False,,none,0.0,False,0.7971710031015755,48.97750476833332,0.6605159947552806
treatment_expert_9,53,treatment,complex,Asthma,Asthma,Asthma,True,True,0.6527794034214843,medium,False,,none,0.0,False,0.7971710031015755,63.73619253064594,0.785741130668528
treatment_expert_9,38,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7801207558993875,medium,False,,none,0.0,False,0.7971710031015755,53.17841787797073,0.37760821935978917
treatment_expert_9,19,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.8339405568781005,low,False,,none,0.0,False,0.7971710031015755,35.044064100553406,0.5514449317022422
treatment_expert_9,46,treatment,complex,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.618828341478394,high,True,prolonged_hesitation,contrastive_explanation,8.067522344935762,True,0.7971710031015755,70.10770027231744,0.8935438643916069
treatment_expert_9,54,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7396767213048298,medium,False,,none,0.0,False,0.7971710031015755,63.35707254087378,0.22990012841614238
treatment_expert_9,23,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5537923938096662,high,False,,none,0.0,False,0.7971710031015755,57.5632979381456,1.6227333125354204
treatment_expert_9,8,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.7121061280739959,medium,False,,none,0.0,False,0.7971710031015755,34.63303226609537,0.3345261512304212
treatment_expert_9,33,treatment,medium,Asthma,Asthma,Asthma,True,True,0.6890702298746796,medium,False,,none,0.0,False,0.7971710031015755,39.35136402236225,2.03307451938743
treatment_expert_9,14,treatment,simple,Asthma,Asthma,Asthma,True,True,0.7350221020076682,medium,False,,none,0.0,False,0.7971710031015755,29.28819196976063,1.8252989133136452
treatment_expert_9,57,treatment,complex,Multiple Sclerosis,Parkinson's Disease,Parkinson's Disease,False,False,0.5,high,False,,none,0.0,False,0.7971710031015755,63.33821293712852,1.7625799396628041
treatment_expert_9,27,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.7838132226780739,medium,False,,none,0.0,False,0.7971710031015755,45.24970017564563,1.3720947605727063
treatment_expert_9,56,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6392992999275303,high,False,,none,0.0,False,0.7971710031015755,54.33499776929052,1.424502970727914
treatment_expert_9,39,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6504847255018319,medium,False,,none,0.0,False,0.7971710031015755,57.14839666526348,0.8161755443574759
treatment_expert_9,32,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.7529993123988533,medium,False,,none,0.0,False,0.7971710031015755,44.36715238243555,0.7338109038222469
treatment_expert_9,28,treatment,medium,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.7836085669603702,medium,False,,none,0.0,False,0.7971710031015755,48.927249210658104,0.2722558294158637
treatment_expert_9,43,treatment,complex,Chronic Kidney Disease,Diabetes Type 2,Diabetes Type 2,False,False,0.6514442914188872,medium,False,,none,0.0,False,0.7971710031015755,58.51140646453668,0.9182495752760318
treatment_expert_9,29,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.7689141553741061,medium,False,,none,0.0,False,0.7971710031015755,40.839908171128876,1.603650190238176
treatment_expert_9,18,treatment,medium,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.714614658473575,medium,False,,none,0.0,False,0.7971710031015755,40.164073895192956,1.8895607302800783
treatment_expert_9,6,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.7383849248830612,medium,False,,none,0.0,False,0.7971710031015755,32.94923135459105,1.2233695763277515
treatment_expert_9,44,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6744500934168004,medium,False,,none,0.0,False,0.7971710031015755,54.762893361329944,1.6499949063669719
treatment_expert_9,4,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8384098252087422,low,False,,none,0.0,False,0.7971710031015755,28.959682898489095,0.0373503855331172
treatment_expert_9,40,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.8330154334886372,low,False,,none,0.0,False,0.7971710031015755,42.94984961694686,0.8906794683667133
treatment_expert_9,49,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7280245055153931,medium,False,,none,0.0,False,0.7971710031015755,54.29145939053004,0.2358788312914144
treatment_expert_9,11,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7010091745270269,medium,False,,none,0.0,False,0.7971710031015755,32.396618684295774,0.594639103568559
treatment_expert_9,20,treatment,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6166874035406937,high,False,,none,0.0,False,0.7971710031015755,42.623422050477615,1.0467396509876192
treatment_expert_9,7,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.5515327115083776,high,False,,none,0.0,False,0.7971710031015755,28.511074285707892,1.239293780021463
control_novice_1,62,control,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8242018377397333,low,False,,standard,7.351147834593424,True,0.17646159611151918,82.17597002911553,3.827205783199971
control_novice_1,17,control,medium,Asthma,Asthma,Asthma,True,True,0.7632871126969027,medium,False,,standard,7.223424535361118,True,0.17646159611151918,60.226550436648374,6.56988499265053
control_novice_1,12,control,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5500971133256407,high,False,,standard,7.054799015706531,True,0.17646159611151918,58.47477195702091,6.895210534891596
control_novice_1,37,control,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7322756437246598,medium,False,,standard,7.53225478856282,True,0.17646159611151918,66.71452970053969,6.165009299224549
control_novice_1,21,control,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7884860120570606,medium,False,,standard,2.0969209600375422,False,0.17646159611151918,68.08817554446043,6.51500883655706
control_novice_1,45,control,complex,Parkinson's Disease,Multiple Sclerosis,Multiple Sclerosis,False,False,0.6300487706569533,high,False,,standard,3.4805312427847994,False,0.17646159611151918,71.62312206892442,7.001199163408252
control_novice_1,41,control,complex,Heart Failure,Pneumonia,Heart Failure,False,True,0.7306901334127401,medium,False,,standard,1.393924632388684,False,0.17646159611151918,71.04571466602997,5.28628174957833
